,词语,词频
12189,经济危机,8
12190,贝鲁特,4
12191,波,40
12192,符,22
12193,卫建,4
12194,游击队,13
12195,解除,14
12196,真主党,2
12197,扶植,11
12198,人身,19
12199,政府军,4
12200,和谈,46
12201,信任,44
12202,隔阂,4
12203,军舰,10
12204,阻挠,15
12205,商船,4
12206,船长,3
12207,抱怨,5
12208,游弋,1
12209,海湾,49
12210,无理,4
12211,莫明其妙,1
12212,动用,20
12213,军用,8
12214,粗暴,2
12215,侵犯,20
12216,职权,28
12217,国籍,8
12218,行径,7
12219,违反,67
12220,航海法,1
12221,安曼,16
12222,约旦,57
12223,不明,3
12224,身份,38
12225,枪手,5
12226,安然无恙,2
12227,商务,17
12228,参赞,8
12229,寓所,2
12230,安曼市,1
12231,子弹,3
12232,打中,1
12233,逃逸,9
12234,大臣,38
12235,纳赛尔,1
12236,劳兹,1
12237,凶手,3
12238,警告,34
12239,武力,26
12240,阿布哈兹,19
12241,第比利斯,3
12242,格鲁吉亚,14
12243,谢瓦尔德纳泽,9
12244,格,11
12245,俄通社,9
12246,塔斯社,9
12247,见面会,1
12248,难民,29
12249,返回,33
12250,波黑,31
12251,伙伴国,1
12252,归属,10
12253,阿,92
12254,新闻局,1
12255,移民,58
12256,三思而后行,2
12257,文辉,2
12258,肺腑之言,3
12259,苦苦,8
12260,茫然,3
12261,无助,1
12262,身心,16
12263,多伦多,10
12264,华裔,20
12265,男性,8
12266,研究员,26
12267,健豪,1
12268,遗产部,1
12269,失业,53
12270,全日,1
12271,比起,1
12272,失业率,14
12273,社会活动,2
12274,渺茫,4
12275,受访者,1
12276,其他人,5
12277,动机,3
12278,大钱,5
12279,团聚,12
12280,首要,28
12281,预算,86
12282,就业率,1
12283,学业,10
12284,居住地,1
12285,钟,35
12286,力不从心,10
12287,常住,3
12288,话不投机,1
12289,做事,4
12290,纯丽,1
12291,顺心,1
12292,故国,2
12293,不堪回首,1
12294,自称,5
12295,双职工,5
12296,双找工,1
12297,悲观,8
12298,事业有成,4
12299,内心,19
12300,后悔,4
12301,当初,16
12302,小有名气,1
12303,副教授,11
12304,出国梦,1
12305,问起,2
12306,国王,25
12307,帝制,2
12308,政体,2
12309,不容,9
12310,布加勒斯特,8
12311,罗马尼亚,18
12312,康斯坦丁内斯库,6
12313,容许,3
12314,得逞,2
12315,米哈伊,6
12316,继承人,3
12317,退位,3
12318,长女,2
12319,玛加丽塔,1
12320,公主,16
12321,民主主义,2
12322,遵守,47
12323,执政,42
12324,定居,9
12325,流亡,4
12326,绝技,6
12327,惊,10
12328,悉尼,22
12329,马戏团,9
12330,学江,6
12331,如醉如狂,1
12332,近来,18
12333,唐人街,5
12334,喝彩声,1
12335,首演,3
12336,热度,1
12337,原定,10
12338,加演,1
12339,杂技团,19
12340,场次,9
12341,走进,1
12342,剧场,19
12343,进场,4
12344,悦耳,4
12345,眼花缭乱,3
12346,腾,11
12347,狮,3
12348,耳目一新,9
12349,天鹅绒,1
12350,桌上,6
12351,粉,5
12352,女郎,6
12353,腹部,5
12354,四肢,3
12355,手足,2
12356,鼻,10
12357,颏,1
12358,酒杯,4
12359,翻转,1
12360,变换,3
12361,转动,4
12362,美轮美奂,1
12363,水晶,6
12364,吊灯,2
12365,讶异,1
12366,叫绝,2
12367,名叫,21
12368,滚,16
12369,杯,49
12370,技,3
12371,鼻翼,1
12372,宝塔,1
12373,燃,5
12374,十数,2
12375,蜡烛,4
12376,缓步,1
12377,底部,4
12378,半圆形,1
12379,晃动,2
12380,椅,4
12381,悬梯,1
12382,全场,14
12383,鸦雀无声,2
12384,捏,10
12385,梯级,2
12386,手风琴,2
12387,澳洲,7
12388,椅子,4
12389,腿,21
12390,着实,8
12391,斜,6
12392,健儿,14
12393,攀缘,1
12394,椅背,1
12395,倒立,2
12396,危若累卵,1
12397,敛息屏声,1
12398,绷,1
12399,生怕,5
12400,喘息,2
12401,塌,7
12402,飘然,1
12403,落地,6
12404,气,33
12405,旁边,12
12406,杂技,31
12407,亲眼目睹,3
12408,好几,16
12409,借助于,2
12410,人体,22
12411,技巧,20
12412,花坛,6
12413,杂技节,3
12414,获奖,51
12415,到达,27
12416,纽卡斯尔市,1
12417,布里斯班市,1
12418,所到之处,7
12419,堪培拉,9
12420,维多利亚州,1
12421,南澳,1
12422,主办人,3
12423,托尼,4
12424,巴伯,1
12425,超绝,1
12426,此行,8
12427,正逢,1
12428,霍华德,2
12429,来访,56
12430,二十五日,8
12431,加里萨,1
12432,三十五,4
12433,血样,2
12434,怪,11
12435,索马里,2
12436,边境,27
12437,失血,2
12438,该病,1
12439,政党,31
12440,文玉,2
12441,新党和平,2
12442,黎明俱乐部,1
12443,国民之声,3
12444,神崎武法,2
12445,冬柴铁三,2
12446,干事长,4
12447,公明党,6
12448,新进党,16
12449,总务,3
12450,自治省,1
12451,次官,7
12452,审议会,3
12453,众议院,11
12454,专守,1
12455,防卫,4
12456,自卫权,1
12457,白滨一良,1
12458,木庭健太郎,1
12459,书记长,1
12460,推选,8
12461,总务厅,1
12462,鹿野道彦,3
12463,辞职,48
12464,耶路撒冷,26
12465,林飞,10
12466,戚,8
12467,德良,9
12468,利维,38
12469,现政府,8
12470,特拉维夫,4
12471,答复,14
12472,递交,9
12473,辞职信,1
12474,指责,34
12475,开支,40
12476,低收入,8
12477,毫无,15
12478,谢克尔,2
12479,边远,15
12480,定于,18
12481,表决,9
12482,联合政府,26
12483,卢克索市,1
12484,恶性,7
12485,恐怖,63
12486,荷枪实弹,2
12487,以防,4
12488,科普特教区,1
12489,旅游点,3
12490,值勤,9
12491,阿盟,15
12492,换防,1
12493,姚,27
12494,大伟,7
12495,总理府,8
12496,三日,8
12497,二十日,14
12498,二十二日,11
12499,刚果民主共和国,3
12500,增至,11
12501,二十三,3
12502,增设,13
12503,国务,25
12504,反对派,14
12505,入阁,2
12506,应付,21
12507,哈韦尔,4
12508,布拉格宫,2
12509,捷克,14
12510,托绍夫斯基,2
12511,十八,16
12512,十一月,17
12513,三十日,3
12514,被迫,24
12515,将领,11
12516,授衔,1
12517,授职,1
12518,文茶,1
12519,中将,19
12520,仲历,1
12521,少将,5
12522,人民军,8
12523,总参谋长,25
12524,清银,1
12525,阮,5
12526,华盛,1
12527,技术局,2
12528,文沱,1
12529,大校,1
12530,后勤局,1
12531,主席团,2
12532,列希,3
12533,地拉那,2
12534,八十五,2
12535,阿尔巴尼亚,14
12536,一九五三年,1
12537,一九八二年,1
12538,元首,28
12539,痛定思痛,3
12540,鹤高,2
12541,应对,5
12542,转入,16
12543,稍后,2
12544,泡沫,42
12545,破灭,7
12546,紧缩,21
12547,内阁,46
12548,驻外,9
12549,使领馆,5
12550,监管,110
12551,不严,7
12552,呆账,17
12553,根源,13
12554,非生产性,1
12555,上个月,4
12556,关闭,25
12557,早先,1
12558,停业,8
12559,中止,6
12560,佳,24
12561,共同社,2
12562,该社,3
12563,浮动,24
12564,青松,1
12565,管理人,1
12566,抵押,23
12567,芬兰,7
12568,梅利塔,1
12569,北欧,10
12570,集中化,3
12571,市值,9
12572,涵盖,5
12573,契机,19
12574,劳动密集型,7
12575,限定,6
12576,时尚,18
12577,分业制,1
12578,让位,6
12579,全能,7
12580,银行制,1
12581,迫使,18
12582,急流勇进,2
12583,船,62
12584,不得已而为之,2
12585,对手,57
12586,珍重,4
12587,独立性,6
12588,人工,24
12589,裁员,7
12590,裁减,5
12591,低估,8
12592,银行家,4
12593,同一个,1
12594,纰漏,1
12595,盲人摸象,1
12596,巴林,27
12597,波恩市,1
12598,礼花,17
12599,马克,27
12600,迎新,6
12601,曼哈顿,2
12602,地下水,7
12603,爆裂,3
12604,淹,4
12605,火灾,27
12606,冒火,1
12607,裂缝,3
12608,烟民,1
12609,致癌,4
12610,公堂,2
12611,服软,1
12612,赔,8
12613,洛杉矶,8
12614,月辉,3
12615,洛里拉德,4
12616,烟草,30
12617,本周,10
12618,加利福尼亚州,3
12619,受害者,11
12620,赔偿,67
12621,吸烟,13
12622,受害人,4
12623,哈罗维兹,2
12624,确诊,6
12625,肺癌,3
12626,起诉书,7
12627,患病,8
12628,抽,11
12629,健牌,1
12630,过滤嘴,3
12631,香烟,9
12632,制造商,7
12633,致癌物,1
12634,广告,89
12635,无害,3
12636,裁决,7
12637,付给,5
12638,赔偿费,3
12639,损失费,2
12640,不服,5
12641,判决,23
12642,上诉,7
12643,旧金山,5
12644,驳回,3
12645,前年,19
12646,官司,5
12647,支票,10
12648,这笔,18
12649,利息,21
12650,诉讼,22
12651,惩罚性,2
12652,欣,17
12653,兽,1
12654,庐,1
12655,赫尔辛基,3
12656,郄,1
12657,霜涛,1
12658,成群结对,1
12659,野鸭,2
12660,菜市场,5
12661,海面,8
12662,喂,14
12663,狐狸,2
12664,光顾,6
12665,闹事区,1
12666,热狗,2
12667,候鸟,1
12668,筑巢,1
12669,住宅区,3
12670,野鸡,1
12671,拖,23
12672,翎翅,1
12673,住家,2
12674,狗熊,2
12675,山猫,1
12676,野兽,2
12677,出没,2
12678,进城,17
12679,为伍,3
12680,避开,5
12681,要道,6
12682,垃圾袋,1
12683,食物,18
12684,赫尔辛基市,1
12685,图尔库市,1
12686,旷野,3
12687,暖和,4
12688,恐惧,5
12689,绍延,4
12690,人造卫星,3
12691,故障,19
12692,修理,15
12693,姿势,2
12694,传感器,7
12695,九州,3
12696,关节,4
12697,控制器,1
12698,捕获,1
12699,漂浮,2
12700,稳健,14
12701,欺诈,18
12702,掉以轻心,3
12703,亟须,3
12704,前车之鉴,3
12705,信贷,42
12706,简称,14
12707,国商,15
12708,涉嫌,16
12709,卢森堡,15
12710,开曼,3
12711,群岛,9
12712,子公司,13
12713,股本,7
12714,排名,19
12715,佛罗里达,2
12716,贩毒,11
12717,洗钱,1
12718,职员,12
12719,判刑,2
12720,迁,25
12721,英格兰,12
12722,例行,5
12723,接管,10
12724,暂停,12
12725,提起,26
12726,股东,40
12727,酋长国,2
12728,王族,1
12729,注,6
12730,资,15
12731,挽救,10
12732,紧接着,5
12733,西班牙,46
12734,勒令,4
12735,联手,22
12736,资不抵债,8
12737,大额,5
12738,借款人,7
12739,混乱,21
12740,明知,5
12741,借贷,13
12742,高息,5
12743,转移,62
12744,隐瞒,7
12745,调入,11
12746,真相,20
12747,别有用心,1
12748,出具,4
12749,有失,2
12750,传闻,4
12751,监管者,2
12752,苦于,6
12753,大会计,1
12754,查清,10
12755,初期,33
12756,政客,2
12757,军火商,1
12758,称作,3
12759,可卡因,1
12760,存款人,1
12761,逃避,8
12762,冒进,3
12763,良莠不齐,2
12764,失控,5
12765,无力,11
12766,可乘之机,6
12767,注册地,1
12768,相差,8
12769,全貌,2
12770,掩盖,7
12771,审计师,1
12772,致命,5
12773,缺陷,19
12774,绿灯,7
12775,起诉,20
12776,慎之又慎,1
12777,不宜,14
12778,开业,21
12779,果断,18
12780,跟踪,18
12781,克川,6
12782,不容乐观,6
12783,支配,13
12784,月底,2
12785,走近,6
12786,训练局,2
12787,佳绩,13
12788,乒乓球队,3
12789,羽毛球队,1
12790,体操队,1
12791,举重队,5
12792,教练员,17
12793,亚运会,13
12794,金牌,62
12795,争光,7
12796,亚萍,3
12797,签,9
12798,俩,16
12799,亲热,2
12800,聊,8
12801,摄影,67
12802,联赛,57
12803,过关,9
12804,日历,4
12805,男篮,14
12806,甲,27
12807,预赛,11
12808,冷门,7
12809,爆,3
12810,赢,9
12811,沈飞,5
12812,客车队,5
12813,客场,10
12814,军区队,17
12815,终场,2
12816,篮板球,3
12817,辽宁队,11
12818,拿下,6
12819,联航队,7
12820,主场,22
12821,东方队,6
12822,冷汗,2
12823,上海队,2
12824,防守,9
12825,取胜,14
12826,中欣队,6
12827,本轮,17
12828,比分,17
12829,八一队,10
12830,宏远队,6
12831,蓝剑队,7
12832,巴特尔,4
12833,首钢队,12
12834,负于,9
12835,山东,101
12836,宝元队,7
12837,南钢队,6
12838,击败,20
12839,如林,2
12840,胜负,6
12841,无常,2
12842,奥运,19
12843,稀奇,3
12844,爱立信,6
12845,擂台赛,15
12846,开赛,6
12847,国梁,14
12848,敌,11
12849,男子,67
12850,单打,7
12851,失利,12
12852,称号,61
12853,输,20
12854,小将,4
12855,瑾浩,1
12856,赛后,4
12857,南征北战,3
12858,疲劳,4
12859,球,22
12860,冬训,11
12861,教练,41
12862,特长,9
12863,削球手,1
12864,辉,21
12865,世乒赛,3
12866,团,49
12867,呼和浩特市,9
12868,新秀,9
12869,憋足劲,1
12870,拉下马,1
12871,如亮,2
12872,传人,4
12873,阿地力,5
12874,献技,1
12875,塔柱,4
12876,走钢丝,5
12877,跨越,18
12878,夔门,1
12879,吉尼斯,13
12880,达瓦孜,2
12881,本次,40
12882,奥林匹克,11
12883,钢丝,7
12884,架设,8
12885,国奥,1
12886,体育馆,12
12887,游泳馆,2
12888,足坛,2
12889,打响,13
12890,炮,2
12891,女足,9
12892,李宁杯,2
12893,超霸赛,1
12894,海印队,1
12895,下半时,3
12896,进球,1
12897,力克,2
12898,远东队,1
12899,女子,77
12900,霸王,4
12901,围棋,23
12902,快棋赛,4
12903,开战,3
12904,中盘,7
12905,璇,5
12906,四日,7
12907,长云,16
12908,爱多杯,1
12909,执黑,5
12910,棋手,39
12911,激战,12
12912,白棋,5
12913,黑棋,5
12914,劫争,1
12915,稍,23
12916,中腹之战,1
12917,缓手,1
12918,战机,3
12919,竭力,6
12920,压缩,17
12921,胜势,1
12922,参赛,43
12923,三十二,2
12924,六十四,1
12925,十四点八万,1
12926,组委会,27
12927,爱多,1
12928,排球,30
12929,十六,11
12930,参赛队,8
12931,败绩,1
12932,上届,10
12933,全运会,11
12934,双料,2
12935,男排,42
12936,角逐,17
12937,惨败,3
12938,江苏队,9
12939,升班马,8
12940,尝,17
12941,胜果,3
12942,球队,30
12943,建安,4
12944,国手,9
12945,上阵,8
12946,兴奋点,2
12947,拦网,1
12948,扣杀,1
12949,后排,5
12950,淋漓尽致,8
12951,轻取,3
12952,四川队,3
12953,交锋,3
12954,强攻,3
12955,跳发球,1
12956,威力,3
12957,利索,2
12958,回敬,4
12959,爆冷,1
12960,不俗,8
12961,上佳,2
12962,湖北,65
12963,女排,72
12964,立群,25
12965,浮想联翩,2
12966,体操,7
12967,王子,2
12968,名扬四海,1
12969,品牌,75
12970,英文,10
12971,字母,2
12972,徽记,1
12973,昂首,2
12974,屹立,4
12975,迎风,4
12976,招展,2
12977,便装,1
12978,鞋业,3
12979,皮具,1
12980,领带,1
12981,服饰,7
12982,集团型,1
12983,翻番,5
12984,体育用品业,3
12985,领袖群伦,1
12986,李宁牌,13
12987,专卖店,7
12988,销售点,1
12989,覆盖率,7
12990,堪称,16
12991,难道,9
12992,款式,4
12993,逊色,5
12994,设计师,9
12995,用料,3
12996,西单,14
12997,休闲,15
12998,总汇,2
12999,第四五,1
13000,耐克,3
13001,阿迪达斯,4
13002,锐步,1
13003,墨守成规,4
13004,非常规,1
13005,麦当劳,6
13006,生根,4
13007,异型,1
13008,展位,1
13009,别出心裁,4
13010,全封闭式,1
13011,展区,2
13012,融,12
13013,功能性,2
13014,艺术性,21
13015,展台,1
13016,订货,6
13017,单纯,27
13018,新意,13
13019,迭出,4
13020,独领风骚,2
13021,魂魄,1
13022,根植,1
13023,肥沃,6
13024,呵护,3
13025,稚嫩,10
13026,自豪感,7
13027,欢呼,7
13028,无论是,29
13029,不难,9
13030,回报,33
13031,源于,8
13032,归于,6
13033,依附,2
13034,康威,1
13035,格威特,4
13036,诱因,2
13037,达观,1
13038,红火,14
13039,一席之地,6
13040,有志者,1
13041,独占鳌头,2
13042,深邃,7
13043,投向,26
13044,名牌,29
13045,规模化,17
13046,种质,17
13047,飞跃,19
13048,源源不断,18
13049,含金量,5
13050,主理,1
13051,杜邦,1
13052,筹建,11
13053,当中,21
13054,专项,46
13055,长足,9
13056,打得火热,1
13057,比赛服,2
13058,超前,6
13059,惠卖,1
13060,让利,14
13061,实惠,16
13062,大局观,1
13063,棋盘,1
13064,先手,1
13065,利,54
13066,搏杀,4
13067,门帘,1
13068,信息性,2
13069,生气勃勃,5
13070,讽刺,7
13071,幽默,17
13072,彩电,50
13073,熊猫,8
13074,交易会,1
13075,展厅,7
13076,正面,17
13077,投影,2
13078,厘米,23
13079,模拟,19
13080,影碟机,9
13081,清晰度,3
13082,透亮性,1
13083,层次感,1
13084,高出一筹,2
13085,画中画,3
13086,细微,5
13087,独有,12
13088,全璋,1
13089,数字化,15
13090,数码,7
13091,超大规模,3
13092,集成电路,4
13093,整机,3
13094,软件,47
13095,批量,10
13096,稳定性,11
13097,伴音,1
13098,登场,6
13099,争购,3
13100,谈论,7
13101,差转,2
13102,接收机,2
13103,天线,2
13104,一蹴而就,5
13105,收看,7
13106,模拟式,1
13107,视频,1
13108,音频,1
13109,画质,1
13110,音质,1
13111,焕新,1
13112,源,21
13113,显像管,2
13114,顺理成章,4
13115,行频,1
13116,扫描,8
13117,逐,5
13118,数字式,2
13119,掌握者,1
13120,巨头,4
13121,新兴,42
13122,创业者,4
13123,解码,2
13124,芯片,5
13125,供应商,4
13126,绕,17
13127,封锁,11
13128,乳粉,5
13129,婴幼儿,4
13130,检验,36
13131,抽查,41
13132,抽样合格率,15
13133,乳业,4
13134,三鹿,1
13135,助长,14
13136,实验厂,1
13137,龙丹,1
13138,森永,2
13139,味全,1
13140,味全龙,1
13141,冠生园,2
13142,食品厂,4
13143,杭冠,2
13144,乳品厂,2
13145,华丹,1
13146,爱儿乐,1
13147,美素力,1
13148,雀巢,1
13149,明示,1
13150,判,4
13151,广州市,9
13152,越兴,1
13153,四洲,1
13154,洋行,1
13155,经销,8
13156,明治,2
13157,株式会社,5
13158,监制,8
13159,标明,11
13160,制品,21
13161,新大新,1
13162,雪印,2
13163,南粤,2
13164,糖,6
13165,酒,36
13166,爱美健,1
13167,爱美力,1
13168,怎么,120
13169,海马,10
13170,轿车,36
13171,马自达,3
13172,型,49
13173,尾部,2
13174,嵌,3
13175,标牌,10
13176,海马牌,2
13177,北海,8
13178,小轿车,4
13179,开进,10
13180,外行人,1
13181,信服,1
13182,组装车,6
13183,招摇过市,1
13184,租用,6
13185,招待所,9
13186,存入,4
13187,重地,1
13188,费尽周折,2
13189,判定,5
13190,德俊,6
13191,中诚信,1
13192,中汽,1
13193,专用,23
13194,珠海,8
13195,就地,6
13196,拆散,1
13197,配件,8
13198,报关,2
13199,修配厂,2
13200,掩人耳目,1
13201,铭牌,1
13202,合格证,5
13203,伪装,3
13204,不为人知,1
13205,偷逃,1
13206,关税,24
13207,增值税,14
13208,消费税,4
13209,畅行无阻,1
13210,民用,11
13211,改装,5
13212,摩托车,13
13213,违者,3
13214,装,41
13215,铤而走险,6
13216,行家,10
13217,进口车,2
13218,外形,5
13219,区别,23
13220,差别,19
13221,检测,51
13222,肉眼,4
13223,假,69
13224,迢迢,1
13225,他因,1
13226,巨资,4
13227,全套,1
13228,汽车业,3
13229,常识,9
13230,车型,3
13231,代号,7
13232,打头,2
13233,字头,3
13234,专用车,2
13235,运钞车,1
13236,急救车,1
13237,车尾,1
13238,漏洞,18
13239,明面儿,1
13240,咄咄怪事,1
13241,马厩,2
13242,刻意,4
13243,安全系数,3
13244,反省,8
13245,茹,2
13246,水泉,2
13247,侧面,18
13248,诸,18
13249,亟待,4
13250,案值,9
13251,当事人,25
13252,再有,1
13253,气焰,1
13254,递,6
13255,含,37
13256,铅,5
13257,汽油,9
13258,公告,8
13259,油品,4
13260,厂家,26
13261,加油站,14
13262,条码,2
13263,售后服务,9
13264,赔付,4
13265,福利性,3
13266,分房,11
13267,实物性,1
13268,听证,3
13269,物价局,10
13270,指导价,24
13271,公益性,7
13272,科学性,14
13273,杭州市,9
13274,九七,6
13275,增势,2
13276,琨,5
13277,焕发,5
13278,适销对路,5
13279,水分,5
13280,市场化,19
13281,粗放,2
13282,供给,40
13283,盘整,4
13284,回落,39
13285,零售,35
13286,事实上,18
13287,消费品,22
13288,缺口,9
13289,上档次,4
13290,稳中有降,1
13291,即便,16
13292,家用电器,11
13293,日渐,15
13294,上半年,31
13295,成交,25
13296,购房,19
13297,拉动性,1
13298,前段,3
13299,高位,4
13300,苍蝇,4
13301,叮,3
13302,坚铭,3
13303,多事之秋,2
13304,泰国铢,2
13305,暴跌,15
13306,连锁反应,2
13307,瘟疫,2
13308,炒家,3
13309,泰,28
13310,铢,23
13311,俗话说,3
13312,经常性,15
13313,逆差,16
13314,不力,20
13315,借用,7
13316,前车之覆,1
13317,后车之鉴,1
13318,虚假,20
13319,借入,2
13320,用到,1
13321,进而,27
13322,积压,5
13323,危机四伏,1
13324,露头,2
13325,得力,13
13326,一方面,70
13327,投机,14
13328,决不能,15
13329,操之过急,1
13330,放缓,5
13331,按理,1
13332,受阻,7
13333,高额,6
13334,中短期,1
13335,投机者,3
13336,猛烈,5
13337,适度从紧,9
13338,引资,3
13339,狙击战,2
13340,示意图,6
13341,每日,15
13342,股价,18
13343,图形,9
13344,走势,6
13345,开盘价,8
13346,收盘价,9
13347,最高价,4
13348,最低价,5
13349,价位,7
13350,长方形,2
13351,平盘,1
13352,十字线,1
13353,上影线,2
13354,下影线,2
13355,图表,4
13356,京求,4
13357,成份股,4
13358,线图,8
13359,汇价,7
13360,行市,1
13361,深层,10
13362,固定汇率制,1
13363,钉住,2
13364,汇率制,4
13365,弹性,2
13366,制约,60
13367,波动,27
13368,钉,6
13369,固定汇率,4
13370,联系汇率制,1
13371,发钞,3
13372,汇丰,8
13373,渣打,1
13374,中银,3
13375,港元,48
13376,负债,24
13377,证明书,3
13378,金老,1
13379,税,20
13380,国力,6
13381,调节,33
13382,负有,13
13383,科学化,11
13384,纳税人,7
13385,贵报,8
